filename,width,height,class,xmin,ymin,xmax,ymax
63_jpeg.rf.a96e3bfe44be3a4255ca124a7f53cef4.jpg,640,640,Pepperoni,155,390,243,495
63_jpeg.rf.a96e3bfe44be3a4255ca124a7f53cef4.jpg,640,640,Pepperoni,117,293,195,375
63_jpeg.rf.a96e3bfe44be3a4255ca124a7f53cef4.jpg,640,640,Pepperoni,124,191,211,270
63_jpeg.rf.a96e3bfe44be3a4255ca124a7f53cef4.jpg,640,640,Pepperoni,181,99,262,177
63_jpeg.rf.a96e3bfe44be3a4255ca124a7f53cef4.jpg,640,640,Pepperoni,337,0,400,57
63_jpeg.rf.a96e3bfe44be3a4255ca124a7f53cef4.jpg,640,640,Pepperoni,398,62,456,123
63_jpeg.rf.a96e3bfe44be3a4255ca124a7f53cef4.jpg,640,640,Pepperoni,515,31,592,111
63_jpeg.rf.a96e3bfe44be3a4255ca124a7f53cef4.jpg,640,640,Pepperoni,552,173,633,270
63_jpeg.rf.a96e3bfe44be3a4255ca124a7f53cef4.jpg,640,640,Pepperoni,510,313,592,414
63_jpeg.rf.a96e3bfe44be3a4255ca124a7f53cef4.jpg,640,640,Pepperoni,331,264,407,356
63_jpeg.rf.a96e3bfe44be3a4255ca124a7f53cef4.jpg,640,640,Pepperoni,410,211,487,308
63_jpeg.rf.a96e3bfe44be3a4255ca124a7f53cef4.jpg,640,640,Pepperoni,327,151,401,245
63_jpeg.rf.a96e3bfe44be3a4255ca124a7f53cef4.jpg,640,640,Mushroom,222,384,293,474
63_jpeg.rf.a96e3bfe44be3a4255ca124a7f53cef4.jpg,640,640,Mushroom,95,380,162,458
63_jpeg.rf.a96e3bfe44be3a4255ca124a7f53cef4.jpg,640,640,Mushroom,163,240,226,321
63_jpeg.rf.a96e3bfe44be3a4255ca124a7f53cef4.jpg,640,640,Mushroom,219,157,293,242
63_jpeg.rf.a96e3bfe44be3a4255ca124a7f53cef4.jpg,640,640,Mushroom,277,28,350,111
63_jpeg.rf.a96e3bfe44be3a4255ca124a7f53cef4.jpg,640,640,Mushroom,435,1,485,64
63_jpeg.rf.a96e3bfe44be3a4255ca124a7f53cef4.jpg,640,640,Mushroom,403,157,456,216
63_jpeg.rf.a96e3bfe44be3a4255ca124a7f53cef4.jpg,640,640,Mushroom,169,430,210,486
63_jpeg.rf.a96e3bfe44be3a4255ca124a7f53cef4.jpg,640,640,Mushroom,202,359,252,411
63_jpeg.rf.a96e3bfe44be3a4255ca124a7f53cef4.jpg,640,640,Mushroom,356,309,409,389
63_jpeg.rf.a96e3bfe44be3a4255ca124a7f53cef4.jpg,640,640,Mushroom,422,107,477,168
79_jpeg.rf.9d72b95bc3e1e4fa6314816f2326241b.jpg,640,640,pizza,0,145,173,421
79_jpeg.rf.9d72b95bc3e1e4fa6314816f2326241b.jpg,640,640,pizza,463,114,638,408
79_jpeg.rf.9d72b95bc3e1e4fa6314816f2326241b.jpg,640,640,pizza,153,206,493,581
79_jpeg.rf.9d72b95bc3e1e4fa6314816f2326241b.jpg,640,640,Pepperoni,232,421,272,470
79_jpeg.rf.9d72b95bc3e1e4fa6314816f2326241b.jpg,640,640,Pepperoni,296,438,340,502
79_jpeg.rf.9d72b95bc3e1e4fa6314816f2326241b.jpg,640,640,Pepperoni,354,374,396,445
79_jpeg.rf.9d72b95bc3e1e4fa6314816f2326241b.jpg,640,640,Pepperoni,421,306,458,356
79_jpeg.rf.9d72b95bc3e1e4fa6314816f2326241b.jpg,640,640,Pepperoni,413,247,448,301
79_jpeg.rf.9d72b95bc3e1e4fa6314816f2326241b.jpg,640,640,Pepperoni,202,240,247,305
79_jpeg.rf.9d72b95bc3e1e4fa6314816f2326241b.jpg,640,640,Pepperoni,240,294,275,345
79_jpeg.rf.9d72b95bc3e1e4fa6314816f2326241b.jpg,640,640,Pepperoni,433,363,477,411
79_jpeg.rf.9d72b95bc3e1e4fa6314816f2326241b.jpg,640,640,Pepperoni,322,284,356,340
79_jpeg.rf.9d72b95bc3e1e4fa6314816f2326241b.jpg,640,640,Mushroom,268,407,299,474
79_jpeg.rf.9d72b95bc3e1e4fa6314816f2326241b.jpg,640,640,Mushroom,383,370,422,414
79_jpeg.rf.9d72b95bc3e1e4fa6314816f2326241b.jpg,640,640,Mushroom,365,246,390,282
79_jpeg.rf.9d72b95bc3e1e4fa6314816f2326241b.jpg,640,640,Yellow Peppers,331,451,378,504
79_jpeg.rf.9d72b95bc3e1e4fa6314816f2326241b.jpg,640,640,Yellow Peppers,310,314,371,366
79_jpeg.rf.9d72b95bc3e1e4fa6314816f2326241b.jpg,640,640,Yellow Peppers,233,343,306,368
79_jpeg.rf.9d72b95bc3e1e4fa6314816f2326241b.jpg,640,640,Yellow Peppers,360,295,398,383
79_jpeg.rf.9d72b95bc3e1e4fa6314816f2326241b.jpg,640,640,Yellow Peppers,399,333,457,382
79_jpeg.rf.9d72b95bc3e1e4fa6314816f2326241b.jpg,640,640,Yellow Peppers,317,374,341,425
79_jpeg.rf.9d72b95bc3e1e4fa6314816f2326241b.jpg,640,640,Yellow Peppers,196,345,231,375
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,pizza,0,56,640,640
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,288,194,365,261
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,384,198,460,265
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,440,217,516,285
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,382,257,459,324
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,313,246,385,315
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,282,306,357,367
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,291,360,359,409
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,366,314,435,374
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,412,350,475,406
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,468,339,528,386
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,468,378,529,429
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,455,425,513,479
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,499,257,569,316
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,528,291,593,352
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,538,339,599,394
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,237,218,301,285
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,229,278,298,345
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,142,242,215,320
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,168,308,238,377
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,347,366,418,434
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,401,406,460,458
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,415,448,476,510
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,361,486,417,536
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,344,434,407,487
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,485,462,549,528
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,258,389,321,448
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,207,386,259,440
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,217,433,272,480
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,268,448,330,499
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,288,497,354,552
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,234,489,288,542
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,346,545,399,589
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,141,443,201,487
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,144,355,210,414
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,62,350,125,413
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,58,393,127,449
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,63,447,128,508
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,108,484,162,538
8_jpeg.rf.a08888d0feb5ac94b681181aabf1140c.jpg,640,640,Pepperoni,142,510,202,568
128_jpeg.rf.a7137369543c8a53221a2cfe8f0f164a.jpg,640,640,pizza,13,16,623,604
128_jpeg.rf.a7137369543c8a53221a2cfe8f0f164a.jpg,640,640,Pepperoni,452,92,487,134
128_jpeg.rf.a7137369543c8a53221a2cfe8f0f164a.jpg,640,640,Pepperoni,394,130,441,168
128_jpeg.rf.a7137369543c8a53221a2cfe8f0f164a.jpg,640,640,Pepperoni,427,192,452,217
128_jpeg.rf.a7137369543c8a53221a2cfe8f0f164a.jpg,640,640,Pepperoni,509,189,548,215
128_jpeg.rf.a7137369543c8a53221a2cfe8f0f164a.jpg,640,640,Pepperoni,349,202,381,228
128_jpeg.rf.a7137369543c8a53221a2cfe8f0f164a.jpg,640,640,Pepperoni,264,325,304,349
128_jpeg.rf.a7137369543c8a53221a2cfe8f0f164a.jpg,640,640,Pepperoni,127,368,174,406
128_jpeg.rf.a7137369543c8a53221a2cfe8f0f164a.jpg,640,640,Pepperoni,185,432,219,477
128_jpeg.rf.a7137369543c8a53221a2cfe8f0f164a.jpg,640,640,Pepperoni,187,486,237,519
128_jpeg.rf.a7137369543c8a53221a2cfe8f0f164a.jpg,640,640,Pepperoni,254,429,299,457
128_jpeg.rf.a7137369543c8a53221a2cfe8f0f164a.jpg,640,640,Pepperoni,334,412,400,448
128_jpeg.rf.a7137369543c8a53221a2cfe8f0f164a.jpg,640,640,Pepperoni,316,480,360,510
138_jpeg.rf.aa94ca887c54a63250931bfc0b128afb.jpg,640,640,pizza,296,411,454,572
4_jpeg.rf.9a86e019254045d733660235ee8ff3ea.jpg,640,640,pizza,0,100,337,640
4_jpeg.rf.9a86e019254045d733660235ee8ff3ea.jpg,640,640,Pepperoni,160,413,296,537
4_jpeg.rf.9a86e019254045d733660235ee8ff3ea.jpg,640,640,Pepperoni,47,376,188,477
4_jpeg.rf.9a86e019254045d733660235ee8ff3ea.jpg,640,640,Pepperoni,171,276,314,397
4_jpeg.rf.9a86e019254045d733660235ee8ff3ea.jpg,640,640,Pepperoni,167,182,281,279
4_jpeg.rf.9a86e019254045d733660235ee8ff3ea.jpg,640,640,Pepperoni,13,99,164,232
4_jpeg.rf.9a86e019254045d733660235ee8ff3ea.jpg,640,640,Pepperoni,112,0,275,128
4_jpeg.rf.9a86e019254045d733660235ee8ff3ea.jpg,640,640,Pepperoni,325,0,475,85
4_jpeg.rf.9a86e019254045d733660235ee8ff3ea.jpg,640,640,Pepperoni,452,116,599,280
4_jpeg.rf.9a86e019254045d733660235ee8ff3ea.jpg,640,640,Pepperoni,474,303,616,455
4_jpeg.rf.9a86e019254045d733660235ee8ff3ea.jpg,640,640,Pepperoni,364,372,460,491
4_jpeg.rf.9a86e019254045d733660235ee8ff3ea.jpg,640,640,Pepperoni,587,226,640,352
4_jpeg.rf.9a86e019254045d733660235ee8ff3ea.jpg,640,640,Pepperoni,595,50,640,199
4_jpeg.rf.9a86e019254045d733660235ee8ff3ea.jpg,640,640,Pepperoni,473,13,637,110
37_jpeg.rf.ab36fe069b3efafe3b34759b0162fc39.jpg,640,640,pizza,0,0,481,640
101_jpeg.rf.a7e12f1afabb7c1a7de60bd9240cb41f.jpg,640,640,pizza,0,0,640,640
101_jpeg.rf.a7e12f1afabb7c1a7de60bd9240cb41f.jpg,640,640,Pepperoni,344,423,411,517
101_jpeg.rf.a7e12f1afabb7c1a7de60bd9240cb41f.jpg,640,640,Pepperoni,259,429,310,498
101_jpeg.rf.a7e12f1afabb7c1a7de60bd9240cb41f.jpg,640,640,Pepperoni,227,541,295,624
101_jpeg.rf.a7e12f1afabb7c1a7de60bd9240cb41f.jpg,640,640,Pepperoni,156,451,231,552
101_jpeg.rf.a7e12f1afabb7c1a7de60bd9240cb41f.jpg,640,640,Pepperoni,209,381,253,470
101_jpeg.rf.a7e12f1afabb7c1a7de60bd9240cb41f.jpg,640,640,Pepperoni,266,321,313,414
101_jpeg.rf.a7e12f1afabb7c1a7de60bd9240cb41f.jpg,640,640,Pepperoni,253,210,302,309
101_jpeg.rf.a7e12f1afabb7c1a7de60bd9240cb41f.jpg,640,640,Pepperoni,326,253,383,330
101_jpeg.rf.a7e12f1afabb7c1a7de60bd9240cb41f.jpg,640,640,Pepperoni,336,319,403,419
101_jpeg.rf.a7e12f1afabb7c1a7de60bd9240cb41f.jpg,640,640,Pepperoni,445,202,506,300
101_jpeg.rf.a7e12f1afabb7c1a7de60bd9240cb41f.jpg,640,640,Pepperoni,470,335,535,426
101_jpeg.rf.a7e12f1afabb7c1a7de60bd9240cb41f.jpg,640,640,Pepperoni,390,384,447,484
101_jpeg.rf.a7e12f1afabb7c1a7de60bd9240cb41f.jpg,640,640,Pepperoni,441,425,506,518
101_jpeg.rf.a7e12f1afabb7c1a7de60bd9240cb41f.jpg,640,640,Pepperoni,391,498,452,586
101_jpeg.rf.a7e12f1afabb7c1a7de60bd9240cb41f.jpg,640,640,Pepperoni,148,114,216,221
101_jpeg.rf.a7e12f1afabb7c1a7de60bd9240cb41f.jpg,640,640,Pepperoni,228,107,292,186
101_jpeg.rf.a7e12f1afabb7c1a7de60bd9240cb41f.jpg,640,640,Pepperoni,195,157,265,255
101_jpeg.rf.a7e12f1afabb7c1a7de60bd9240cb41f.jpg,640,640,Pepperoni,133,261,199,357
101_jpeg.rf.a7e12f1afabb7c1a7de60bd9240cb41f.jpg,640,640,Pepperoni,90,315,156,407
101_jpeg.rf.a7e12f1afabb7c1a7de60bd9240cb41f.jpg,640,640,Pepperoni,37,140,106,242
101_jpeg.rf.a7e12f1afabb7c1a7de60bd9240cb41f.jpg,640,640,Pepperoni,92,134,159,235
101_jpeg.rf.a7e12f1afabb7c1a7de60bd9240cb41f.jpg,640,640,Pepperoni,45,242,108,328
101_jpeg.rf.a7e12f1afabb7c1a7de60bd9240cb41f.jpg,640,640,Pepperoni,363,16,422,107
101_jpeg.rf.a7e12f1afabb7c1a7de60bd9240cb41f.jpg,640,640,Pepperoni,428,4,483,98
101_jpeg.rf.a7e12f1afabb7c1a7de60bd9240cb41f.jpg,640,640,Pepperoni,484,0,542,87
101_jpeg.rf.a7e12f1afabb7c1a7de60bd9240cb41f.jpg,640,640,Pepperoni,499,79,558,168
101_jpeg.rf.a7e12f1afabb7c1a7de60bd9240cb41f.jpg,640,640,Pepperoni,387,159,455,246
39_jpeg.rf.9bf6cd8289b653aab1216d62a350714b.jpg,640,640,pizza,0,12,404,634
39_jpeg.rf.9bf6cd8289b653aab1216d62a350714b.jpg,640,640,Pepperoni,207,165,325,336
39_jpeg.rf.9bf6cd8289b653aab1216d62a350714b.jpg,640,640,Pepperoni,4,203,138,365
39_jpeg.rf.9bf6cd8289b653aab1216d62a350714b.jpg,640,640,Pepperoni,114,68,243,248
39_jpeg.rf.9bf6cd8289b653aab1216d62a350714b.jpg,640,640,Pepperoni,66,47,169,158
39_jpeg.rf.9bf6cd8289b653aab1216d62a350714b.jpg,640,640,Pepperoni,128,267,248,426
39_jpeg.rf.9bf6cd8289b653aab1216d62a350714b.jpg,640,640,Pepperoni,231,320,349,468
39_jpeg.rf.9bf6cd8289b653aab1216d62a350714b.jpg,640,640,Pepperoni,493,223,616,385
39_jpeg.rf.9bf6cd8289b653aab1216d62a350714b.jpg,640,640,Pepperoni,459,88,577,217
39_jpeg.rf.9bf6cd8289b653aab1216d62a350714b.jpg,640,640,Pepperoni,384,11,486,129
39_jpeg.rf.9bf6cd8289b653aab1216d62a350714b.jpg,640,640,Pepperoni,556,120,640,250
39_jpeg.rf.9bf6cd8289b653aab1216d62a350714b.jpg,640,640,Pepperoni,8,129,107,266
114_jpeg.rf.9dd9fbe49dbda33eb6ddd1c4fa870088.jpg,640,640,pizza,12,37,576,591
70_jpeg.rf.aa0cd72aecb723e9eafa9df4e22d099c.jpg,640,640,pizza,17,0,591,572
70_jpeg.rf.aa0cd72aecb723e9eafa9df4e22d099c.jpg,640,640,Pepperoni,102,40,159,121
70_jpeg.rf.aa0cd72aecb723e9eafa9df4e22d099c.jpg,640,640,Pepperoni,143,130,203,224
70_jpeg.rf.aa0cd72aecb723e9eafa9df4e22d099c.jpg,640,640,Pepperoni,79,109,145,210
70_jpeg.rf.aa0cd72aecb723e9eafa9df4e22d099c.jpg,640,640,Pepperoni,224,216,289,289
70_jpeg.rf.aa0cd72aecb723e9eafa9df4e22d099c.jpg,640,640,Pepperoni,75,263,140,334
70_jpeg.rf.aa0cd72aecb723e9eafa9df4e22d099c.jpg,640,640,Pepperoni,144,294,212,363
70_jpeg.rf.aa0cd72aecb723e9eafa9df4e22d099c.jpg,640,640,Pepperoni,218,300,280,364
70_jpeg.rf.aa0cd72aecb723e9eafa9df4e22d099c.jpg,640,640,Pepperoni,230,364,301,431
70_jpeg.rf.aa0cd72aecb723e9eafa9df4e22d099c.jpg,640,640,Pepperoni,241,430,310,512
70_jpeg.rf.aa0cd72aecb723e9eafa9df4e22d099c.jpg,640,640,Pepperoni,174,418,243,488
70_jpeg.rf.aa0cd72aecb723e9eafa9df4e22d099c.jpg,640,640,Pepperoni,130,381,185,449
70_jpeg.rf.aa0cd72aecb723e9eafa9df4e22d099c.jpg,640,640,Pepperoni,320,419,387,515
70_jpeg.rf.aa0cd72aecb723e9eafa9df4e22d099c.jpg,640,640,Pepperoni,378,408,448,487
70_jpeg.rf.aa0cd72aecb723e9eafa9df4e22d099c.jpg,640,640,Pepperoni,422,361,491,446
70_jpeg.rf.aa0cd72aecb723e9eafa9df4e22d099c.jpg,640,640,Pepperoni,388,320,450,396
70_jpeg.rf.aa0cd72aecb723e9eafa9df4e22d099c.jpg,640,640,Pepperoni,318,301,385,401
70_jpeg.rf.aa0cd72aecb723e9eafa9df4e22d099c.jpg,640,640,Pepperoni,414,257,464,313
70_jpeg.rf.aa0cd72aecb723e9eafa9df4e22d099c.jpg,640,640,Pepperoni,340,230,410,300
70_jpeg.rf.aa0cd72aecb723e9eafa9df4e22d099c.jpg,640,640,Pepperoni,402,136,455,194
70_jpeg.rf.aa0cd72aecb723e9eafa9df4e22d099c.jpg,640,640,Pepperoni,355,114,411,173
70_jpeg.rf.aa0cd72aecb723e9eafa9df4e22d099c.jpg,640,640,Pepperoni,449,187,513,264
70_jpeg.rf.aa0cd72aecb723e9eafa9df4e22d099c.jpg,640,640,Pepperoni,275,326,329,401
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,pizza,121,35,512,602
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Yellow Peppers,395,278,426,375
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Yellow Peppers,280,314,320,377
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Yellow Peppers,296,75,337,129
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Yellow Peppers,376,476,416,538
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Yellow Peppers,204,407,259,492
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Yellow Peppers,155,304,187,344
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Black Olives,433,144,460,186
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Black Olives,360,164,375,201
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Black Olives,382,142,399,171
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Black Olives,334,84,362,118
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Black Olives,410,138,428,171
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Black Olives,213,91,240,120
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Black Olives,292,82,316,119
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Black Olives,261,145,288,178
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Black Olives,210,171,231,200
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Black Olives,167,225,185,250
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Black Olives,175,279,200,316
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Black Olives,172,352,190,379
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Black Olives,163,418,181,448
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Black Olives,286,375,311,407
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Black Olives,250,222,277,266
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Black Olives,286,214,305,251
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Black Olives,340,240,363,277
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Black Olives,319,410,342,444
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Black Olives,295,556,318,587
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Black Olives,454,437,474,470
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Black Olives,473,231,492,260
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Black Olives,439,365,459,398
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Onion,357,414,383,466
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Onion,239,506,267,558
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Onion,427,391,465,436
56_jpeg.rf.aa3dfeea75b7f77865ac49676e24bddd.jpg,640,640,Onion,381,397,421,459
129_png.rf.a42347451e10a76fc56103594235c4cd.jpg,640,640,pizza,33,319,293,605
129_png.rf.a42347451e10a76fc56103594235c4cd.jpg,640,640,pizza,315,325,618,584
129_png.rf.a42347451e10a76fc56103594235c4cd.jpg,640,640,pizza,329,66,605,304
129_png.rf.a42347451e10a76fc56103594235c4cd.jpg,640,640,pizza,39,69,315,307
129_png.rf.a42347451e10a76fc56103594235c4cd.jpg,640,640,Pepperoni,122,133,203,197
129_png.rf.a42347451e10a76fc56103594235c4cd.jpg,640,640,Pepperoni,63,212,146,261
129_png.rf.a42347451e10a76fc56103594235c4cd.jpg,640,640,Mushroom,432,128,498,207
129_png.rf.a42347451e10a76fc56103594235c4cd.jpg,640,640,Black Olives,394,149,421,178
129_png.rf.a42347451e10a76fc56103594235c4cd.jpg,640,640,Black Olives,504,164,538,200
129_png.rf.a42347451e10a76fc56103594235c4cd.jpg,640,640,Ham,126,438,173,478
129_png.rf.a42347451e10a76fc56103594235c4cd.jpg,640,640,Ham,140,377,175,397
129_png.rf.a42347451e10a76fc56103594235c4cd.jpg,640,640,Ham,55,504,73,526
129_png.rf.a42347451e10a76fc56103594235c4cd.jpg,640,640,Tomato,411,376,501,463
